"Entity","Code","Year","Homicide rate per 100,000 population - Both Sexes - All ages","Homicide rate per 100,000 population - Both Sexes - Age 15-49","Homicide rate per 100,000 population - Both Sexes - Age 50-69","Homicide rate per 100,000 population - Both Sexes - Age 70+","Homicide rate per 100,000 population - Both Sexes - Age 0-4","Homicide rate per 100,000 population - Both Sexes - Age 5-14"
"Azerbaijan","AZE",2003,2.5402918,3.66843,2.4290788,2.7740598,0,0.23343134
"Azerbaijan","AZE",2004,1.8533177,2.5598588,2.2686026,1.9835235,0,0.120311245
"Azerbaijan","AZE",2007,0.21647212,0.30549708,0.27871948,0,0,0
"Bahamas","BHS",1975,9.378308,17.485214,5.0479555,0,0,1.8226224
"Bahamas","BHS",1979,15.841605,23.922173,31.429598,0,0,1.8517147
"Bahamas","BHS",1980,10.958197,15.416503,21.79789,18.10938,0,0
"Bahamas","BHS",1981,8.572135,14.130633,8.518976,0,0,0
"Bahamas","BHS",1983,3.8996155,6.300552,4.126945,0,0,0
"Bahamas","BHS",1984,10.59953,15.367121,8.133388,15.042118,3.6736343,1.9022617
"Bahamas","BHS",1985,14.564095,22.528612,8.0125,14.388489,3.5868006,1.8871485
"Bahamas","BHS",1987,10.259932,15.761119,3.9152734,26.427061,0,0
"Bahamas","BHS",1993,12.429235,19.499186,6.746728,22.657755,0,0
"Bahamas","BHS",1994,19.50832,29.052876,22.735392,11.14082,0,1.718981
"Bahamas","BHS",1995,14.368345,17.593458,12.57743,32.797638,5.7793446,1.6898457
"Bahamas","BHS",1996,13.775974,21.426275,9.160026,0,2.885087,1.6614331
"Bahamas","BHS",1997,15.553532,22.802217,11.806724,10.548523,0,4.8678384
"Bahamas","BHS",1998,15.977503,26.44362,5.692816,0,0,1.5808527
"Bahamas","BHS",1999,17.361252,27.150242,13.734,0,0,1.5503876
"Bahamas","BHS",2000,19.967539,29.464907,10.613176,38.79352,0,3.0590863
"Bahamas","BHS",2001,15.619565,23.486616,17.997635,0,0,0
"Bahamas","BHS",2002,15.704763,22.58453,2.4970036,45.758213,6.487188,1.5096163
"Bahamas","BHS",2003,15.169841,20.67715,12.085176,8.862105,3.2680807,6.0028515
"Bahamas","BHS",2004,13.148804,20.399517,4.6630917,8.563844,0,2.999985
"Bahamas","BHS",2005,16.185476,26.852154,4.4925647,0,0,1.5038725
"Bahamas","BHS",2006,17.093948,30.089453,0,0,0,0
"Bahamas","BHS",2007,23.670382,37.254448,12.497136,7.5901327,6.329915,0
"Bahamas","BHS",2008,21.33636,32.807747,16.038492,14.662757,0,0
"Bahamas","BHS",2009,24.329702,39.835346,11.557353,0,3.0858483,0
"Bahamas","BHS",2010,27.796064,45.710064,12.85961,6.820352,0,0
"Bahamas","BHS",2011,34.712433,58.143166,10.478702,0,0,3.0179567
"Bahamas","BHS",2012,34.33549,55.70182,13.313142,12.643824,0,3.0213761
"Bahamas","BHS",2013,32.95607,51.971615,19.043386,6.075703,3.5202591,1.5122645
"Bahamas","BHS",2014,32.918194,55.82844,7.576791,5.8493214,0,1.5133401
"Bahamas","BHS",2015,38.308224,62.43099,11.595211,16.969286,7.725289,1.5265311
"Bahrain","BHR",1985,0.2333707,0.39916813,0,0,0,0
"Bahrain","BHR",1987,0.6689266,0.73862606,3.045438,0,0,0
"Bahrain","BHR",1988,0.42321876,0.71208334,0,0,0,0
"Bahrain","BHR",1997,0.4745292,0.7601769,0,0,0,0
"Bahrain","BHR",1998,0.3069006,0.4868964,0,0,0,0
"Bahrain","BHR",1999,0.29737252,0.4687738,0,0,0,0
"Bahrain","BHR",2000,1.2947447,2.0362406,0,0,0,0
"Bahrain","BHR",2001,0.55631185,0.6567828,0,0,1.3893135,0
"Bahrain","BHR",2002,0.13442948,0.21225339,0,0,0,0
"Bahrain","BHR",2003,0,0,0,0,0,0
"Bahrain","BHR",2004,0,0,0,0,0,0
"Bahrain","BHR",2005,0.22283524,0,1.3910915,7.9586153,0,0
"Bahrain","BHR",2006,0,0,0,0,0,0
"Bahrain","BHR",2007,0,0,0,0,0,0
"Bahrain","BHR",2008,0,0,0,0,0,0
"Bahrain","BHR",2009,0,0,0,0,0,0
"Bahrain","BHR",2010,0,0,0,0,0,0
"Bahrain","BHR",2011,0,0,0,0,0,0
"Bahrain","BHR",2012,0.32026485,0.36186564,0.75697935,0,0,0
"Bahrain","BHR",2013,0.3909374,0.58885324,0,0,0,0
"Bahrain","BHR",2014,0.5334227,0.5776013,0,4.903884,1.009581,0
"Barbados","BRB",1960,2.5783553,3.797264,0,23.906288,0,0
"Barbados","BRB",1961,1.7133003,2.8724627,3.0868962,0,0,0
"Barbados","BRB",1962,0.8526651,0,2.9854312,0,0,1.7688783
"Barbados","BRB",1963,0.42327178,0.97984457,0,0,0,0
"Barbados","BRB",1964,4.1979656,7.9182835,2.799317,11.450819,0,0
"Barbados","BRB",1966,2.0724056,5.0029016,0,0,0,0
"Barbados","BRB",1967,4.1251388,8.011216,0,10.460251,3.39121,0
"Barbados","BRB",1968,3.2819955,5.9947844,2.559181,0,3.532695,0
"Barbados","BRB",1969,2.0434182,2.9773424,5.0510154,0,0,0
"Barbados","BRB",1970,2.082577,3.9216456,2.503881,0,0,0
"Barbados","BRB",1971,2.0727315,2.8901734,0,0,3.9818428,1.6116815
"Barbados","BRB",1972,3.7143896,5.6550956,5.0120287,0,4.1101522,0
"Barbados","BRB",1973,5.7354126,7.3582163,10.087509,7.9751177,4.215496,0
"Barbados","BRB",1974,3.6699114,7.1744375,0,0,4.2955327,0
"Barbados","BRB",1975,4.058551,6.118346,5.0971,0,0,1.7587365
"Barbados","BRB",1976,4.837907,7.666556,7.666752,0,0,0
"Barbados","BRB",1977,3.5819638,5.8176255,2.5580027,6.8984547,0,0
"Barbados","BRB",1978,3.5907376,4.8761854,2.5566294,6.723593,0,1.9426152
"Barbados","BRB",1979,4.3669553,3.9847305,0,19.639935,8.879417,0
"Barbados","BRB",1980,5.5472646,6.273575,12.769109,6.3235106,0,0
"Barbados","BRB",1981,4.343,4.6439986,5.1066003,6.079027,4.4782805,2.1030052
"Barbados","BRB",1982,5.1240253,6.889108,5.120852,5.859947,0,2.1396782
"Barbados","BRB",1983,5.8825192,7.5811563,7.7285724,11.317979,0,0
"Barbados","BRB",1984,5.085962,5.260508,7.8001094,10.952303,4.5932665,0
"Barbados","BRB",1985,7.4144344,8.197393,10.523546,15.96339,0,2.205704
"Barbados","BRB",1986,3.5051534,4.433181,7.997867,0,0,0
"Barbados","BRB",1987,8.535776,10.986596,16.212273,0,0,2.2516944
"Barbados","BRB",1988,6.9719353,6.5349984,13.680639,19.971043,0,0
"Barbados","BRB",1989,6.593286,10.803258,5.52975,0,0,0
"Barbados","BRB",1990,13.165827,17.86097,13.900859,19.628048,0,0
"Barbados","BRB",1991,8.109957,10.622853,2.7753878,9.785693,10.147648,2.3791964
"Barbados","BRB",1992,8.467529,10.535631,8.280659,14.639859,0,2.4160426
"Barbados","BRB",1993,8.0635395,11.867448,8.207934,4.8694973,0,0
"Barbados","BRB",1994,7.6605797,11.1238575,5.3998594,4.8593225,0,2.4724324
"Barbados","BRB",1995,6.495908,10.407632,2.6528718,4.860976,0,0
"Barbados","BRB",2000,10.490497,16.77606,2.3389077,14.329385,0,0
"Barbados","BRB",2001,10.458909,14.001092,9.094423,14.232849,0,0
"Barbados","BRB",2002,11.16293,14.708663,15.461754,9.414866,0,0
"Barbados","BRB",2003,8.897313,11.232485,8.565861,9.334454,5.3757663,2.608242
"Barbados","BRB",2004,9.234178,14.787483,2.0672688,9.29584,0,2.6204765
"Barbados","BRB",2005,6.992257,9.184877,9.956193,4.628344,0,0
"Barbados","BRB",2006,16.865698,29.072035,9.60209,0,0,0
"Barbados","BRB",2007,10.955655,15.667619,11.137511,9.086779,0,0
"Barbados","BRB",2008,17.815763,28.642422,10.778572,9.009009,0,2.6946914
"Barbados","BRB",2009,7.6033845,11.540015,5.212315,8.958567,0,0
"Barbados","BRB",2010,10.103027,14.541965,8.3956,13.366006,0,0
"Barbados","BRB",2011,3.9575188,7.322306,1.6240621,0,0,0
"Barbados","BRB",2012,0,0,0,0,0,0
"Barbados","BRB",2013,0.35803297,0.7406694,0,0,0,0
"Belarus","BLR",1981,4.7875175,6.363781,5.67375,4.585229,0.3888282,0.47239333
"Belarus","BLR",1982,5.889853,7.663483,6.5316954,8.373818,0.3834248,0.5395766
"Belarus","BLR",1985,4.635683,6.070671,5.0238585,5.7509556,1.0960106,0.5304034
"Belarus","BLR",1986,4.0045195,5.4976745,4.036599,4.3947444,1.0793942,0.26345965
"Belarus","BLR",1987,4.420879,6.1622257,3.959406,4.8985286,1.0682315,0.7836392
"Belarus","BLR",1988,5.3111854,7.071171,5.5452204,7.0172157,1.5442382,0.32235852
"Belarus","BLR",1989,6.7068906,9.690562,6.0326076,7.236264,0.4799852,0.8257376
"Belarus","BLR",1990,6.875704,10.199067,6.503877,6.080353,0.36794826,0.18783657
"Belarus","BLR",1991,6.386284,8.914059,6.8477526,5.4586844,0.8924178,0.6165631
"Belarus","BLR",1992,8.621468,12.439238,8.68954,7.255104,0.5357334,0.66958445
"Belarus","BLR",1993,10.377668,14.392505,11.071493,9.190839,1.4166292,0.9065958
"Belarus","BLR",1994,10.480753,14.908291,10.033824,9.015692,1.3611801,1.145988
"Belarus","BLR",1995,11.681914,15.362167,13.582336,11.554409,1.2945193,0.969918
"Belarus","BLR",1996,10.873733,14.052568,13.396098,8.698776,1.7296131,1.0438387
"Belarus","BLR",1997,11.7505865,15.318383,12.690078,11.240178,3.1448636,0.9401406
"Belarus","BLR",1998,11.998194,15.467069,14.686769,9.731548,1.3742169,0.6459523
"Belarus","BLR",1999,10.992972,14.283018,12.415663,7.909621,1.2264146,0.53747874
"Belarus","BLR",2000,11.198228,13.915753,13.206532,9.895495,2.0913632,0.56297904
"Belarus","BLR",2001,11.063701,13.286317,13.100358,12.023127,1.4786556,0.5952425
"Belarus","BLR",2002,11.30741,12.933584,15.240763,11.399616,1.696378,0.5543364
"Belarus","BLR",2003,9.8289795,11.173691,12.348412,11.486787,0.8513772,0.33713594
"Belarus","BLR",2007,6.7148056,7.2188344,9.481081,6.589224,0.84454465,0.40791893
"Belarus","BLR",2008,6.6346016,7.8733277,7.4861507,6.8499146,1.2301056,0.31521115
"Belarus","BLR",2009,6.116577,7.3205976,7.8547025,4.796267,0.1975453,0
"Belarus","BLR",2010,5.357625,6.208114,6.6988297,5.1594696,0.38098723,0.10782148
"Belarus","BLR",2011,4.9648027,5.904932,6.383863,3.6821876,0.37027916,0.2149895
"Belarus","BLR",2013,4.118602,5.0728164,5.217056,2.2520206,0.88255644,0.20873842
"Belarus","BLR",2014,3.7007985,4.6376514,4.427838,2.7062054,0.5208261,0
"Belarus","BLR",2018,3.1692145,3.989056,3.9138186,2.297964,0.35627633,0
"Belgium","BEL",1954,0.6706125,0.72560465,0.810358,0.7886124,0.7155369,0.16560486
"Belgium","BEL",1955,0.68959105,0.68285197,0.599589,1.0862178,1.1362087,0.40396598
"Belgium","BEL",1956,0.70821625,0.8070801,0.74014205,1.3783746,0.70249975,0
"Belgium","BEL",1957,0.6479773,0.6462204,0.7801354,1.0568973,0.5548751,0.30309874
"Belgium","BEL",1958,0.5993846,0.6977469,0.7228895,0.44624528,0.41060287,0.2955264
"Belgium","BEL",1959,0.6396525,0.74742216,0.71520424,0.29275247,1.0788418,0.14494906
"Belgium","BEL",1960,0.63652205,0.8686401,0.3780554,1.1562515,0.66562915,0.07116587
"Belgium","BEL",1961,0.69810927,0.7700113,0.7509643,0.8564491,0.7888509,0.28150478
"Belgium","BEL",1962,0.5636049,0.5026587,0.60645163,0.98449147,1.0411447,0.2098602
"Belgium","BEL",1963,0.64610046,0.71456116,0.46389547,1.2514514,1.0346397,0.20807281
"Belgium","BEL",1964,0.5771733,0.6633381,0.64684695,0.41100845,0.9003169,0.13720837
"Belgium","BEL",1965,0.72155964,0.9168555,0.6015469,0.673358,1.0259751,0.20338514
"Belgium","BEL",1966,0.73840165,0.81309295,0.6556084,0.92594427,0.77299565,0.535491
"Belgium","BEL",1967,0.75558984,1.0981497,0.71650517,0.518531,0.3910313,0.1322635
"Belgium","BEL",1968,0.82571673,0.8773816,1.1238173,0.76564014,1.062077,0.1963712
"Belgium","BEL",1969,0.8438414,0.84323806,1.0432165,1.6361297,0.5444362,0.3239603
"Belgium","BEL",1970,1.1004813,1.1676375,1.6434721,1.4837896,0.8348895,0.12862116
"Belgium","BEL",1971,1.0135838,1.2726482,0.9424538,1.090535,1.6949679,0
"Belgium","BEL",1972,1.2263118,1.44115,1.3358586,2.135054,0.4289624,0.3211273
"Belgium","BEL",1973,1.0891246,1.3247406,1.3807564,1.3963295,0.7251695,0
"Belgium","BEL",1974,1.0357302,1.2307116,0.8349041,1.6000274,0.59206104,0.58791137
"Belgium","BEL",1975,0.9104093,0.98741645,0.8805737,1.6870064,0.6094096,0.3959962
"Belgium","BEL",1976,0.92967045,1.2374909,0.8775167,0.8879585,0.4721049,0.26684475
"Belgium","BEL",1977,0.8978672,1.0599009,1.167238,0.98321867,0.32360575,0.20278259
"Belgium","BEL",1978,1.0496703,1.5584748,0.87352604,0.7521156,0.32949796,0.13758318
"Belgium","BEL",1979,1.6080614,1.966535,1.5480677,1.3764931,2.1562054,0.42261884
"Belgium","BEL",1980,1.5044202,1.726968,1.4441149,1.8793381,2.1502779,0.21690029
"Belgium","BEL",1981,1.3915323,1.6167308,1.5779493,1.960232,0.493215,0.14812686
"Belgium","BEL",1982,1.4811321,1.4462706,1.9970481,2.140555,1.1472439,0.45351955
"Belgium","BEL",1983,1.7843232,2.1213713,1.8019111,1.9141784,1.4784613,0.38432804
"Belgium","BEL",1984,1.6621525,2.0522099,1.3733147,1.296025,1.8211709,0.78000015
"Belgium","BEL",1985,2.025703,2.4522977,1.9343957,2.582773,0.6700998,0.7119977
"Belgium","BEL",1986,2.125484,2.685208,1.916632,1.6069113,1.8637813,0.8019658
"Belgium","BEL",1987,1.5773195,1.7830423,1.61342,1.5344547,1.8766624,0.56825423
"Belgium","BEL",1988,1.5535855,1.899878,1.2698458,1.5632914,2.0479074,0.40989217
"Belgium","BEL",1989,1.3585117,1.8972145,0.9417944,1.261042,0.84809726,0.24760626
"Belgium","BEL",1990,1.4454675,1.8130649,1.7970203,1.1385856,0.33531335,0.082841806
"Belgium","BEL",1991,1.4210125,1.5653698,1.4540616,2.3156445,0.66121274,0.41483483
"Belgium","BEL",1992,1.6756402,2.2975729,1.2871953,1.4717165,1.1433145,0.2490809
"Belgium","BEL",1993,1.9985967,2.4704325,1.4347335,3.1617615,1.1369506,0.49821886
"Belgium","BEL",1994,1.8245629,2.2877576,1.6703832,1.8711244,0.97815776,0.5809331
"Belgium","BEL",1995,1.6717725,2.204842,1.3007224,1.8269078,0.98907894,0.3314526
"Belgium","BEL",1996,1.9932228,2.6022701,1.7576586,1.698324,1.1713815,0.57810056
"Belgium","BEL",1997,1.7421281,2.387996,1.3738786,1.0519377,1.3590465,0.57530636
"Belgium","BEL",1998,2.0209236,2.5317152,1.8135902,1.9787465,1.2036011,0.73609453
"Belgium","BEL",1999,2.4743385,2.715136,1.9761311,3.631447,2.4217892,1.2229853
"Belgium","BEL",2000,1.6861631,2.3379343,1.4703104,0.5793901,2.075112,0.32545197
"Belgium","BEL",2001,1.863774,2.757457,1.2389632,0.5669375,2.4174025,0.40622467
"Belgium","BEL",2002,1.91342,2.4560363,1.6678137,1.6674078,1.556501,0.568455
"Belgium","BEL",2003,1.3854507,1.6358277,1.5194712,0.62548864,2.4238856,0.4065771
"Belgium","BEL",2004,1.7042525,2.0918682,1.670705,1.7735487,1.5524387,0.16315676
"Belgium","BEL",2005,1.551766,1.8496608,1.392546,1.3693233,1.7130064,0.6552098
"Belgium","BEL",2006,1.3811013,1.6471848,1.0795549,1.7278488,1.1865212,0.5763333
"Belgium","BEL",2007,1.474961,1.821841,1.2660208,1.3344067,1.333967,0.6630118
"Belgium","BEL",2008,1.1939038,1.3446857,1.0044897,1.3890574,2.2867484,0.16654272
"Belgium","BEL",2009,1.2407712,1.4827151,1.224596,1.2986141,1.6023946,0
"Belgium","BEL",2010,1.0768287,1.2654239,1.1626433,1.144024,0.78867835,0.1656338
"Belgium","BEL",2011,1.3308216,1.6213791,1.4780902,1.2835277,0.7798414,0.1644415
"Belgium","BEL",2012,1.1762263,1.2060761,1.2969208,1.2828554,1.7058918,0.4075737
"Belgium","BEL",2013,0.9884792,1.2063574,0.8360751,1.0635575,1.5503948,0.080618635
"Belgium","BEL",2014,1.0184456,1.2866694,1.1075855,0.5605601,0.778198,0.3979659
"Belgium","BEL",2015,1.0573884,1.1883638,1.1252376,1.037854,1.2544396,0.31434727
"Belgium","BEL",2016,1.1034001,1.4453622,1.3213764,0.7479996,0.3166215,0.07763053
"Belgium","BEL",2017,0.9840633,0.9496413,1.2430532,1.19662,0.63924724,0.46016398
"Belgium","BEL",2018,0.96141976,1.1461728,1.2354424,0.52073365,0.8071872,0.22751161
"Belize","BLZ",1964,0.9783511,2.4492395,0,0,0,0
"Belize","BLZ",1965,0,0,0,0,0,0
"Belize","BLZ",1966,0,0,0,0,0,0
"Belize","BLZ",1967,0,0,0,0,0,0
"Belize","BLZ",1968,0,0,0,0,0,0
"Belize","BLZ",1969,0.84368664,2.1888065,0,0,0,0
"Belize","BLZ",1970,0,0,0,0,0,0
"Belize","BLZ",1971,1.6207206,2.0781813,0,0,0,0
"Belize","BLZ",1972,0,0,0,0,0,0
"Belize","BLZ",1973,0,0,0,0,0,0
"Belize","BLZ",1974,2.290093,1.9512196,17.591696,0,0,0
"Belize","BLZ",1975,0,0,0,0,0,0
"Belize","BLZ",1976,0.7309059,0,8.649023,0,0,0
"Belize","BLZ",1977,0,0,0,0,0,0
"Belize","BLZ",1978,0,0,0,0,0,0
"Belize","BLZ",1979,0,0,0,0,0,0
"Belize","BLZ",1980,0,0,0,0,0,0
"Belize","BLZ",1982,0,0,0,0,0,0
"Belize","BLZ",1983,0,0,0,0,0,0
"Belize","BLZ",1984,0,0,0,0,0,0
"Belize","BLZ",1986,0,0,0,0,0,0
"Belize","BLZ",1987,0.58109415,0,7.285444,0,0,0
"Belize","BLZ",1989,0.5547255,1.2443693,0,0,0,0
"Belize","BLZ",1990,2.1718535,3.633765,6.8984547,0,0,0
"Belize","BLZ",1991,3.1850667,3.5395725,0,19.948135,3.3223696,1.9271908
"Belize","BLZ",1993,0,0,0,0,0,0
"Belize","BLZ",1994,1.002498,2.1488047,0,0,0,0
"Belize","BLZ",1995,0,0,0,0,0,0
"Belize","BLZ",1996,0,0,0,0,0,0
"Belize","BLZ",1997,8.234545,14.218549,6.256256,37.306473,0,0
"Belize","BLZ",1998,21.6178,35.330887,41.841003,17.90831,0,3.3583531
"Belize","BLZ",1999,17.036295,26.026077,17.114496,51.54639,0,4.9385157
"Belize","BLZ",2000,23.488184,32.490524,76.32755,16.523464,2.9272292,3.234728
"Belize","BLZ",2001,21.566832,34.48497,26.057953,79.85944,2.8573878,0
"Belize","BLZ",2002,25.57235,43.306114,39.78318,0,2.7912688,1.5551616
"Belize","BLZ",2003,22.198147,38.073055,14.205891,60.322727,2.7413783,0
"Belize","BLZ",2004,14.6209545,20.196192,31.514496,73.29229,0,0
"Belize","BLZ",2005,16.69539,24.41202,29.904306,28.437366,2.6760864,2.8899646
"Belize","BLZ",2006,16.229214,26.991646,12.133959,27.506533,2.6558309,1.4103775
"Belize","BLZ",2007,11.7530985,17.635302,19.116074,39.83006,0,0
"Belize","BLZ",2008,12.415674,19.61268,18.029062,0,5.2638507,0
"Belize","BLZ",2009,26.722925,41.697327,23.7691,61.56877,5.2632966,2.6480246
"Belize","BLZ",2010,35.688656,58.797676,22.469025,71.43707,0,3.9211073
"Belize","BLZ",2011,37.60128,59.815838,45.716377,23.15887,0,3.8961544
"Belize","BLZ",2012,37.939705,61.903275,40.510433,0,2.7025566,2.5866194
"Belize","BLZ",2013,33.619843,49.243225,46.735394,32.85511,10.817535,1.2917393
"Belize","BLZ",2014,32.323612,47.282566,47.111786,42.59397,5.3856096,0
"Belize","BLZ",2015,31.368587,45.952362,47.456104,20.731834,5.3275084,0
"Belize","BLZ",2016,38.62012,58.633247,45.379635,20.13085,2.6286736,2.6236389
"Bosnia and Herzegovina","BIH",1985,0.091994554,0.12703839,0.14169022,0,0,0
"Bosnia and Herzegovina","BIH",1986,0.13696629,0.16892762,0.13569221,0,0,0.1351052
"Bosnia and Herzegovina","BIH",1987,0.22663653,0.37939018,0.12997495,0,0,0
"Bosnia and Herzegovina","BIH",1988,0.067554966,0.084220774,0.12487154,0,0,0
"Bosnia and Herzegovina","BIH",1989,0.04478503,0.08416991,0,0,0,0
"Bosnia and Herzegovina","BIH",1990,0.022277191,0.042057876,0,0,0,0
"Bosnia and Herzegovina","BIH",1991,0.08873679,0.16810918,0,0,0,0
"Bosnia and Herzegovina","BIH",2014,1.2593789,1.2118568,1.7221041,2.4594464,0,0
"Brazil","BRA",1979,9.383521,16.0387,9.492943,5.9505363,0.43731618,0.59836286
"Brazil","BRA",1980,11.387221,19.539848,10.959659,7.103174,0.58517396,0.64602065
"Brazil","BRA",1981,12.171502,20.854654,11.524439,6.90917,0.59691435,0.7080457
"Brazil","BRA",1982,12.165501,20.584028,11.86219,6.996004,0.6426643,0.71781427
"Brazil","BRA",1983,13.324119,22.456842,12.709206,9.090397,0.7326015,0.8256897
"Brazil","BRA",1984,14.788809,25.117712,13.277284,7.4463496,0.6919131,0.81768847
"Brazil","BRA",1985,14.468266,24.837955,11.51448,7.7010593,0.578914,0.88078403
"Brazil","BRA",1986,14.794753,25.004652,11.46271,6.691205,0.57204497,1.0480543
"Brazil","BRA",1987,16.258566,27.48881,13.136271,6.533238,0.7023969,1.0231863
"Brazil","BRA",1988,16.129751,27.151636,12.202401,7.269383,0.7380069,1.0469723
"Brazil","BRA",1989,19.483074,32.840664,13.589127,8.333628,0.69931614,1.2740308
"Brazil","BRA",1990,21.282265,35.388084,13.856412,7.7622294,0.7987978,1.3760208
"Brazil","BRA",1991,20.092365,33.025173,13.74633,9.515171,0.80062234,1.2978698
"Brazil","BRA",1992,18.227255,29.41547,12.548906,7.21134,0.8199908,1.2107085
"Brazil","BRA",1993,19.344969,31.460167,12.751529,8.254895,1.0034267,1.3343669
"Brazil","BRA",1994,20.28652,33.133484,12.334553,8.294507,0.8448704,1.3080102
"Brazil","BRA",1995,22.744087,36.358353,13.855841,8.5852165,1.0033432,1.6351537
"Brazil","BRA",1996,23.495977,37.66951,14.136892,8.661201,1.1144949,1.7752609
"Brazil","BRA",1997,24.101353,38.671844,13.869953,8.78927,0.95949167,1.7415338
"Brazil","BRA",1998,24.56928,39.399677,13.503452,7.7785616,1.1885693,1.5830697
"Brazil","BRA",1999,24.79732,39.851955,13.8342085,8.505667,1.0866312,1.6859307
"Brazil","BRA",2000,25.84338,41.742508,13.637772,8.197609,1.0281087,1.9199673
"Brazil","BRA",2001,26.959276,43.189316,14.42446,8.994139,1.1058353,1.8577416
"Brazil","BRA",2002,27.591196,43.850155,14.8632345,8.318665,1.1415063,2.0322566
"Brazil","BRA",2003,28.002504,44.5416,15.020241,8.88247,1.0936632,1.8811535
"Brazil","BRA",2004,26.23224,41.6661,13.80305,8.719342,0.8871488,1.8326395
"Brazil","BRA",2005,25.508997,40.34071,13.820475,8.428475,1.0663819,1.9208708
"Brazil","BRA",2006,26.068066,40.88334,14.129385,10.010338,1.074743,2.0164135
"Brazil","BRA",2007,25.04741,39.406433,12.880996,8.303837,1.0827293,2.0673795
"Brazil","BRA",2008,25.645615,40.37097,13.057888,8.163347,0.9864322,2.1316981
"Brazil","BRA",2009,26.484413,41.604824,13.282816,9.098445,1.2174803,2.1019053
"Brazil","BRA",2010,26.659054,41.89536,13.043108,9.142893,1.13318,2.261543
"Brazil","BRA",2011,26.385473,41.457195,13.031807,8.583968,1.05183,2.2358677
"Brazil","BRA",2012,28.229704,44.537716,12.885173,9.148153,1.3205578,2.6051576
"Brazil","BRA",2013,28.21195,44.360535,13.211077,8.786258,1.6927067,2.537217
"Brazil","BRA",2014,29.392235,46.373734,13.8443985,8.853928,1.4037279,2.6943073
"Brazil","BRA",2015,28.389524,44.855587,13.6653595,8.756,1.4267985,2.3809242
"Brazil","BRA",2016,29.622477,47.004154,13.949065,9.070478,1.3856047,2.3116245
"Brazil","BRA",2017,30.625967,49.01302,13.632144,8.496487,1.3788478,2.3814738
"Brazil","BRA",2018,26.665567,42.660736,11.850423,7.937006,1.4410565,1.9429722
"Brazil","BRA",2019,20.86446,33.263626,9.838931,6.005736,1.2881993,1.5072342
"Brunei","BRN",1996,2.9442668,4.14064,0,0,5.4446955,0
"Brunei","BRN",1997,2.5575378,2.874852,12.794814,0,0,0
"Brunei","BRN",1998,1.2507116,2.233065,0,0,0,0
"Brunei","BRN",1999,1.2240845,2.1674342,0,0,0,0
"Brunei","BRN",2000,1.198756,0.52606386,0,0,8.335649,0
"Brunei","BRN",2001,0.8873661,0.51104367,6.9067926,0,0,0
"Brunei","BRN",2002,0.577412,0.99380857,0,0,0,0
"Brunei","BRN",2003,0.5672898,0.96754843,0,0,0,0
"Brunei","BRN",2004,0.555225,0.47169143,2.9391882,0,0,0
"Brunei","BRN",2005,0.8155606,0.9213236,0,0,2.8634424,0
"Brunei","BRN",2006,0.7975572,1.3518263,0,0,0,0
"Brunei","BRN",2007,0.52981937,0.88285017,0,0,0,0
"Brunei","BRN",2008,0,0,0,0,0,0
"Brunei","BRN",2009,0,0,0,0,0,0
"Brunei","BRN",2010,0,0,0,0,0,0
"Brunei","BRN",2011,0.24489594,0.41294158,0,0,0,0
"Brunei","BRN",2012,0.9892856,0.410031,3.8967364,0,2.97168,0
"Brunei","BRN",2013,0,0,0,0,0,0
"Brunei","BRN",2014,0.24134536,0,1.7244352,0,0,0
"Brunei","BRN",2015,0.4770474,0.8066077,0,0,0,0
"Brunei","BRN",2016,1.4121383,1.6066967,3.0794814,0,0,0
"Brunei","BRN",2017,0.93017554,1.2018509,0,9.1877985,0,0
"Brunei","BRN",2018,0.22885633,0.40017447,0,0,0,0
